Customer_ID,Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loan,Property_Area,State,Loan_Purpose,Loan_Status,Default_Status,Interest_Rate,EMI
CUST00390,33,Female,Single,Graduate,Self-Employed,626752,1091592,240,467,Yes,Semiurban,Tamil Nadu,Business,Rejected,No,13,16373.88
CUST00391,57,Female,Married,Graduate,Self-Employed,788365,196470,360,730,Yes,Urban,Maharashtra,Business,Approved,No,9.11,2037.28
CUST00392,36,Female,Single,Graduate,Salaried,1024690,694318,120,672,No,Rural,Karnataka,Home,Approved,No,12.29,12896.96
CUST00393,42,Male,Single,Non-Graduate,Self-Employed,903662,1417223,48,503,Yes,Rural,Rajasthan,Business,Approved,Yes,12.14,43863.05
CUST00394,40,Female,Married,Non-Graduate,Salaried,1505585,1105146,36,507,No,Rural,Gujarat,Education,Approved,Yes,11.36,41160.55
CUST00395,47,Female,Single,Non-Graduate,Self-Employed,1386293,380929,360,772,Yes,Semiurban,Delhi,Education,Approved,No,11.95,4851.55
CUST00396,36,Male,Married,Graduate,Self-Employed,1630491,1631974,84,809,No,Semiurban,Gujarat,Business,Approved,No,11.43,34972.81
CUST00397,54,Female,Single,Graduate,Salaried,762288,1597691,12,623,Yes,Semiurban,Gujarat,Home,Approved,No,12.09,149237.65
CUST00398,52,Male,Married,Non-Graduate,Salaried,1799601,129141,36,729,No,Rural,Gujarat,Home,Approved,No,13.44,5033.63
CUST00399,46,Male,Married,Graduate,Self-Employed,500709,62115,24,563,Yes,Semiurban,Rajasthan,Business,Approved,Yes,7.99,3001.71
CUST00400,45,Female,Single,Non-Graduate,Self-Employed,1143026,1137638,240,737,Yes,Rural,Delhi,Car,Approved,No,13.75,17775.59
CUST00401,22,Female,Single,Graduate,Salaried,1434816,859343,36,791,No,Urban,Delhi,Car,Approved,No,8.22,29757.14
CUST00402,32,Male,Married,Non-Graduate,Self-Employed,1825351,1726925,24,600,Yes,Rural,Uttar Pradesh,Car,Rejected,No,7.6,82892.4
CUST00403,60,Male,Married,Graduate,Salaried,1523062,1393276,48,576,No,Semiurban,Gujarat,Car,Approved,No,15.78,47348.16
CUST00404,29,Male,Married,Graduate,Salaried,1551526,440479,24,604,No,Urban,Uttar Pradesh,Business,Rejected,No,15.61,24083.19
CUST00405,32,Female,Single,Non-Graduate,Self-Employed,1559490,1624833,12,835,Yes,Rural,Uttar Pradesh,Home,Approved,No,7.54,145612.12
CUST00406,46,Male,Single,Non-Graduate,Salaried,1327199,880185,84,722,Yes,Urban,Karnataka,Education,Approved,No,10.99,18539.42
CUST00407,29,Male,Single,Non-Graduate,Salaried,1613897,447686,360,553,Yes,Urban,Rajasthan,Education,Rejected,Yes,8.68,4481.83
CUST00408,30,Male,Single,Non-Graduate,Salaried,1217289,1220439,180,842,Yes,Urban,Rajasthan,Business,Approved,No,11.37,18343.88
CUST00409,52,Female,Married,Non-Graduate,Self-Employed,1107425,846657,360,748,No,Rural,Tamil Nadu,Education,Approved,No,14.47,12561.1
CUST00410,54,Male,Married,Graduate,Salaried,383675,1599652,360,695,Yes,Semiurban,Punjab,Car,Approved,No,15.56,25185.63
CUST00411,40,Female,Married,Non-Graduate,Self-Employed,1985910,697296,24,625,Yes,Rural,Uttar Pradesh,Home,Approved,Yes,12.71,36439.53
CUST00412,59,Female,Married,Non-Graduate,Self-Employed,1878811,1599302,240,488,Yes,Semiurban,Rajasthan,Business,Approved,No,10.19,20244.5
CUST00413,22,Male,Single,Non-Graduate,Self-Employed,852465,1075799,36,619,No,Rural,Gujarat,Home,Rejected,Yes,12.43,41026.79
CUST00414,21,Female,Married,Graduate,Salaried,1465030,1777132,180,696,Yes,Rural,Punjab,Business,Approved,No,9.81,24401.01
CUST00415,56,Male,Married,Non-Graduate,Salaried,1198748,1728687,180,475,No,Rural,Maharashtra,Business,Approved,No,15.19,31486.11
CUST00416,44,Female,Single,Non-Graduate,Self-Employed,1358151,850101,36,804,Yes,Semiurban,Gujarat,Business,Approved,No,14.83,34119.75
CUST00417,47,Female,Single,Non-Graduate,Self-Employed,1233024,1733541,36,755,No,Rural,Delhi,Business,Approved,No,12.02,65518.22
CUST00418,22,Male,Married,Graduate,Salaried,1456182,1869822,84,462,Yes,Urban,Rajasthan,Home,Approved,Yes,9.92,37716.98
CUST00419,51,Male,Single,Graduate,Self-Employed,705815,1094257,12,765,Yes,Rural,Punjab,Education,Approved,No,9.64,99978.61
CUST00420,34,Male,Married,Non-Graduate,Self-Employed,1541398,98320,48,840,No,Urban,Rajasthan,Business,Approved,No,7.3,2646.45
CUST00421,22,Female,Single,Graduate,Salaried,276218,1014918,12,762,Yes,Semiurban,Tamil Nadu,Car,Approved,No,14.34,96704.77
CUST00422,49,Female,Single,Non-Graduate,Self-Employed,787518,546758,36,485,Yes,Semiurban,Uttar Pradesh,Business,Rejected,Yes,11.05,20222.45
CUST00423,35,Male,Married,Graduate,Salaried,970044,1245225,240,622,Yes,Rural,Maharashtra,Home,Approved,No,9.93,15492.67
CUST00424,32,Male,Single,Non-Graduate,Salaried,1584775,1223930,60,469,No,Rural,Rajasthan,Business,Rejected,No,11.24,31862.98
CUST00425,57,Female,Married,Graduate,Self-Employed,649589,662297,60,770,Yes,Rural,Tamil Nadu,Car,Approved,No,14.37,18969.29
CUST00426,48,Female,Single,Non-Graduate,Salaried,1935416,1880301,48,713,No,Urban,Tamil Nadu,Home,Approved,No,8.12,51896.31
CUST00427,40,Female,Single,Non-Graduate,Salaried,678446,498625,36,849,No,Semiurban,Maharashtra,Business,Approved,No,14.72,19967.16
CUST00428,59,Male,Single,Graduate,Salaried,662052,78625,60,591,No,Urban,Gujarat,Car,Rejected,No,15.08,2298.47
CUST00429,44,Female,Single,Non-Graduate,Self-Employed,1582978,786400,48,820,Yes,Urban,Gujarat,Home,Approved,Yes,15.52,26554.11
CUST00430,41,Male,Single,Non-Graduate,Self-Employed,1288562,1384809,180,592,No,Rural,Gujarat,Business,Approved,No,10.58,19902.78
CUST00431,30,Female,Married,Non-Graduate,Self-Employed,1928096,1135063,48,541,No,Rural,Karnataka,Car,Rejected,No,8.95,32112.82
CUST00432,34,Female,Single,Non-Graduate,Salaried,547739,1557630,180,803,Yes,Urban,Uttar Pradesh,Home,Approved,No,10.36,22101.04
CUST00433,57,Male,Married,Graduate,Salaried,1874222,1326647,84,771,No,Urban,Punjab,Business,Approved,Yes,10,26848.81
CUST00434,38,Male,Single,Non-Graduate,Self-Employed,672327,1995456,60,737,No,Rural,Uttar Pradesh,Home,Approved,No,8.59,47541.74
CUST00435,44,Male,Married,Graduate,Self-Employed,1575649,538011,48,664,Yes,Rural,Gujarat,Car,Approved,No,12.47,16799.39
CUST00436,34,Female,Single,Graduate,Salaried,797794,1410858,48,791,Yes,Urban,Maharashtra,Business,Approved,No,11.29,42666.7
CUST00437,54,Female,Married,Graduate,Self-Employed,234911,1272471,48,500,No,Rural,Karnataka,Business,Rejected,Yes,14.79,42193.02
CUST00438,32,Female,Married,Graduate,Self-Employed,625037,480424,240,602,Yes,Rural,Uttar Pradesh,Business,Rejected,No,7.29,4920.34
CUST00439,42,Male,Single,Non-Graduate,Self-Employed,930399,366205,48,635,Yes,Urban,Gujarat,Car,Approved,Yes,12.79,11532.41
CUST00440,26,Female,Single,Non-Graduate,Self-Employed,1178039,998163,240,512,Yes,Urban,Karnataka,Education,Rejected,No,13.87,15696.11
CUST00441,56,Male,Single,Graduate,Self-Employed,1099885,1097328,360,639,No,Semiurban,Punjab,Business,Approved,No,13.84,15703.98
CUST00442,56,Male,Married,Non-Graduate,Salaried,808746,151376,84,574,No,Urban,Maharashtra,Car,Rejected,No,14.97,3690.51
CUST00443,42,Male,Married,Graduate,Self-Employed,1260751,1523682,360,599,Yes,Rural,Gujarat,Home,Approved,Yes,13.56,21450.06
CUST00444,34,Female,Single,Non-Graduate,Self-Employed,1105667,1964142,120,763,No,Urban,Punjab,Home,Approved,No,15.35,41492.5
CUST00445,36,Female,Single,Non-Graduate,Salaried,516915,883487,360,507,Yes,Urban,Delhi,Car,Approved,Yes,9.99,9809.16
CUST00446,56,Male,Married,Non-Graduate,Salaried,699876,817629,36,791,Yes,Urban,Punjab,Education,Approved,No,11.53,30567.97
CUST00447,45,Female,Married,Graduate,Salaried,1894164,1380228,180,754,Yes,Semiurban,Rajasthan,Car,Approved,No,7.13,15868.79
CUST00448,52,Male,Single,Graduate,Salaried,811213,1570708,36,629,Yes,Semiurban,Maharashtra,Home,Approved,No,7.06,52871.78
CUST00449,53,Male,Married,Non-Graduate,Self-Employed,968734,208056,12,619,Yes,Rural,Punjab,Home,Rejected,No,9.16,18926.16
CUST00450,56,Female,Single,Graduate,Self-Employed,1314934,684457,360,775,No,Semiurban,Punjab,Business,Approved,No,7.91,6412.98
CUST00451,40,Male,Single,Graduate,Self-Employed,1659119,1893133,60,720,No,Urban,Tamil Nadu,Education,Approved,No,9.34,46287.1
CUST00452,38,Male,Single,Non-Graduate,Self-Employed,247057,610347,24,503,No,Semiurban,Tamil Nadu,Car,Rejected,No,8.59,29800.19
CUST00453,58,Female,Married,Graduate,Salaried,1516870,512785,360,550,No,Urban,Punjab,Home,Approved,No,7.26,4526.75
CUST00454,23,Male,Married,Non-Graduate,Salaried,454726,1726273,84,713,Yes,Semiurban,Punjab,Home,Approved,No,15.18,42388.22
CUST00455,43,Male,Married,Non-Graduate,Self-Employed,478176,1598229,360,502,Yes,Semiurban,Maharashtra,Home,Approved,No,7.07,13855.76
CUST00456,52,Male,Married,Non-Graduate,Self-Employed,1775062,1082766,240,509,No,Semiurban,Tamil Nadu,Car,Rejected,No,13.62,16800.92
CUST00457,36,Male,Single,Graduate,Self-Employed,908754,579992,12,557,No,Urban,Uttar Pradesh,Car,Approved,No,8.37,52378.11
CUST00458,25,Male,Married,Non-Graduate,Self-Employed,1137583,1028080,48,454,Yes,Semiurban,Maharashtra,Education,Approved,No,15.21,34449.25
CUST00459,24,Male,Single,Non-Graduate,Salaried,1415868,778744,12,552,Yes,Urban,Delhi,Business,Approved,No,15.04,74655.59
CUST00460,41,Male,Single,Graduate,Self-Employed,344931,792488,12,645,Yes,Urban,Maharashtra,Business,Approved,No,12.89,74553.31
CUST00461,60,Female,Single,Graduate,Salaried,1692252,685567,180,711,No,Rural,Gujarat,Business,Approved,No,13.05,11264.25
CUST00462,34,Female,Married,Graduate,Salaried,362491,732568,24,814,Yes,Semiurban,Gujarat,Home,Approved,Yes,7.05,34827.5
CUST00463,59,Male,Single,Graduate,Salaried,1629585,692804,12,821,Yes,Rural,Karnataka,Business,Approved,No,15.86,66890.23
CUST00464,51,Male,Single,Non-Graduate,Salaried,601921,572828,180,799,No,Rural,Tamil Nadu,Home,Approved,Yes,14.9,10294.99
CUST00465,34,Female,Married,Graduate,Self-Employed,460910,528366,48,496,No,Urban,Punjab,Education,Approved,No,15.06,17638.62
CUST00466,26,Female,Single,Graduate,Self-Employed,1271812,771384,36,804,No,Semiurban,Rajasthan,Home,Approved,No,12.93,29739
CUST00467,32,Female,Married,Graduate,Self-Employed,287955,1007386,48,760,Yes,Urban,Tamil Nadu,Education,Rejected,No,10.1,29466.04
CUST00468,36,Female,Married,Graduate,Self-Employed,1989450,469139,60,757,Yes,Urban,Uttar Pradesh,Education,Approved,No,15.04,13698.86
CUST00469,37,Female,Married,Non-Graduate,Salaried,827433,569777,12,593,No,Semiurban,Maharashtra,Business,Approved,Yes,9.62,52049.13
CUST00470,43,Male,Single,Graduate,Salaried,1919294,1474764,12,718,Yes,Urban,Rajasthan,Business,Approved,No,12.06,137718.38
CUST00471,34,Female,Married,Non-Graduate,Salaried,1479361,282549,36,819,Yes,Semiurban,Rajasthan,Home,Approved,No,7.9,9708.7
CUST00472,27,Female,Married,Graduate,Self-Employed,1343490,1652029,84,573,Yes,Semiurban,Punjab,Car,Rejected,Yes,15.3,40730.38
CUST00473,52,Female,Married,Non-Graduate,Salaried,407990,1690067,12,555,No,Urban,Punjab,Business,Rejected,No,8.27,152486.3
CUST00474,35,Male,Married,Non-Graduate,Salaried,578387,534965,24,607,No,Urban,Tamil Nadu,Business,Rejected,No,9.02,26311.36
CUST00475,37,Male,Single,Graduate,Salaried,738884,840546,120,596,Yes,Rural,Rajasthan,Car,Rejected,Yes,12.02,15424.02
CUST00476,54,Male,Married,Non-Graduate,Salaried,1196261,1032469,12,594,Yes,Urban,Rajasthan,Car,Rejected,Yes,13.88,97981.31
CUST00477,25,Male,Single,Graduate,Self-Employed,1905215,86321,120,569,Yes,Semiurban,Gujarat,Business,Approved,No,12.57,1623.55
CUST00478,47,Male,Married,Non-Graduate,Salaried,1442845,385441,48,768,Yes,Rural,Delhi,Car,Approved,No,9.09,10949.74
CUST00479,43,Male,Single,Non-Graduate,Salaried,592417,1981660,360,724,No,Semiurban,Punjab,Home,Approved,No,7.01,17080.81
CUST00480,60,Female,Married,Non-Graduate,Self-Employed,1180020,1984312,84,541,No,Rural,Maharashtra,Education,Rejected,No,13.81,46458.89
CUST00481,34,Male,Single,Graduate,Self-Employed,338155,1343590,180,507,Yes,Urban,Tamil Nadu,Education,Approved,Yes,15.87,25233.37
CUST00482,35,Male,Married,Non-Graduate,Self-Employed,1369250,206498,240,795,Yes,Urban,Punjab,Business,Approved,No,14.29,3319.46
CUST00483,53,Female,Single,Graduate,Salaried,1106739,1116348,84,678,No,Urban,Gujarat,Business,Approved,No,11.14,23653.29
CUST00484,51,Male,Single,Non-Graduate,Salaried,1505289,1988762,240,566,Yes,Semiurban,Uttar Pradesh,Home,Rejected,No,15.13,33361.48
CUST00485,55,Female,Single,Non-Graduate,Salaried,1690077,840144,48,767,No,Rural,Punjab,Car,Approved,No,10.69,24987.28
CUST00486,37,Female,Married,Non-Graduate,Salaried,743351,444583,84,728,Yes,Semiurban,Uttar Pradesh,Business,Approved,No,11.72,9634.75
CUST00487,48,Male,Single,Non-Graduate,Self-Employed,267642,288389,180,576,No,Rural,Karnataka,Education,Rejected,Yes,11.29,4315.42
CUST00488,39,Female,Single,Non-Graduate,Salaried,290093,689430,240,842,Yes,Urban,Rajasthan,Home,Approved,No,11.03,9209.64
CUST00489,43,Female,Single,Non-Graduate,Salaried,1756182,1714600,36,845,Yes,Semiurban,Rajasthan,Home,Approved,No,13.98,67602.87
CUST00490,52,Female,Single,Graduate,Self-Employed,417215,1150500,24,578,No,Urban,Tamil Nadu,Car,Rejected,No,11.74,59193.22
CUST00491,60,Female,Married,Graduate,Self-Employed,1955856,1626590,84,507,No,Semiurban,Delhi,Business,Approved,No,9.85,32715.76
CUST00492,33,Male,Single,Graduate,Self-Employed,1932465,1449872,48,571,Yes,Urban,Delhi,Business,Approved,Yes,9.32,41466.34
CUST00493,40,Female,Single,Non-Graduate,Salaried,235954,1126299,12,450,Yes,Semiurban,Tamil Nadu,Home,Approved,No,7.34,100747.45
CUST00494,55,Male,Single,Graduate,Salaried,1276432,808470,180,688,No,Semiurban,Tamil Nadu,Education,Approved,Yes,12.25,12744.63
CUST00495,25,Female,Married,Non-Graduate,Salaried,726861,1985502,240,739,No,Rural,Gujarat,Business,Approved,No,9.07,23280.01
CUST00496,29,Female,Single,Graduate,Salaried,759655,714468,240,545,Yes,Urban,Uttar Pradesh,Education,Approved,Yes,8.33,7936.55
CUST00497,49,Female,Single,Graduate,Salaried,695553,258786,24,575,Yes,Rural,Tamil Nadu,Home,Approved,No,12.88,13560.39
CUST00498,26,Male,Single,Non-Graduate,Self-Employed,962092,1658507,240,567,No,Rural,Uttar Pradesh,Business,Rejected,Yes,13.13,25057.28
CUST00499,45,Male,Single,Non-Graduate,Self-Employed,1086040,736684,120,497,No,Urban,Punjab,Education,Approved,No,13.77,14592.48
CUST00500,51,Male,Married,Graduate,Salaried,522918,1988904,60,538,No,Semiurban,Punjab,Home,Approved,No,11.53,52258.45
CUST00501,42,Female,Single,Graduate,Salaried,1272328,1313008,120,686,No,Rural,Karnataka,Education,Approved,Yes,15.05,27409.04
CUST00502,22,Female,Single,Graduate,Salaried,1041461,1078400,240,822,No,Urban,Uttar Pradesh,Business,Approved,No,15.43,18359.76
CUST00503,25,Female,Married,Graduate,Salaried,348757,1238575,180,834,Yes,Semiurban,Gujarat,Car,Approved,No,14.27,21609.69
CUST00504,47,Female,Married,Non-Graduate,Salaried,1562413,930112,84,721,Yes,Rural,Punjab,Education,Approved,No,12.72,20931.95
CUST00505,45,Male,Married,Graduate,Self-Employed,316739,408690,48,638,No,Rural,Rajasthan,Car,Approved,No,9.73,11828.17
CUST00506,28,Female,Single,Non-Graduate,Self-Employed,1486585,989947,12,641,Yes,Rural,Rajasthan,Business,Approved,No,15.85,95571.13
CUST00507,21,Male,Married,Non-Graduate,Self-Employed,980316,129973,84,518,Yes,Semiurban,Punjab,Car,Rejected,No,9.47,2573
CUST00508,40,Female,Single,Graduate,Salaried,1456556,1948457,36,727,No,Rural,Punjab,Home,Approved,No,8.82,68444.96
CUST00509,43,Male,Married,Non-Graduate,Salaried,1505185,684122,84,798,Yes,Semiurban,Punjab,Car,Approved,No,10.98,14404.03
CUST00510,52,Male,Single,Graduate,Self-Employed,1637398,1859250,84,696,Yes,Rural,Uttar Pradesh,Education,Approved,Yes,7.51,33769.73
CUST00511,31,Female,Married,Non-Graduate,Self-Employed,536676,1098173,48,525,Yes,Urban,Rajasthan,Education,Approved,Yes,15.81,37347.03
CUST00512,59,Female,Single,Non-Graduate,Salaried,1592714,1552025,24,603,No,Rural,Rajasthan,Car,Approved,No,12.3,80575.96
CUST00513,44,Male,Married,Graduate,Self-Employed,1566853,337681,240,593,No,Urban,Maharashtra,Home,Approved,No,12.01,4786.63
CUST00514,31,Female,Single,Non-Graduate,Self-Employed,1214929,544509,24,535,Yes,Urban,Punjab,Business,Approved,Yes,12.9,28541.35
CUST00515,49,Female,Single,Non-Graduate,Salaried,1766847,1962584,36,634,Yes,Urban,Karnataka,Car,Approved,No,11.47,73275.25
CUST00516,46,Male,Single,Graduate,Self-Employed,523412,1730386,360,734,Yes,Semiurban,Punjab,Education,Approved,No,7.29,15318.72
CUST00517,36,Male,Single,Non-Graduate,Self-Employed,685417,1645476,12,669,Yes,Urban,Gujarat,Education,Approved,No,12.51,154277.09
CUST00518,55,Male,Single,Non-Graduate,Self-Employed,1680035,275049,120,518,Yes,Rural,Gujarat,Car,Rejected,Yes,13.45,5374.92
CUST00519,40,Male,Single,Graduate,Salaried,388456,1367191,12,496,Yes,Semiurban,Rajasthan,Car,Rejected,No,10.75,126180.34
CUST00520,23,Female,Single,Graduate,Self-Employed,755941,216703,240,543,No,Urban,Punjab,Car,Approved,No,13.82,3398.63
CUST00521,21,Male,Single,Non-Graduate,Self-Employed,1406305,814357,12,687,Yes,Semiurban,Delhi,Business,Approved,Yes,9.04,73997.91
CUST00522,21,Male,Married,Non-Graduate,Self-Employed,428504,797419,60,653,Yes,Semiurban,Gujarat,Education,Approved,Yes,8.99,19264.31
CUST00523,37,Male,Single,Non-Graduate,Salaried,1894693,1129924,120,849,No,Semiurban,Punjab,Education,Approved,No,8.45,17372.58
CUST00524,22,Female,Single,Graduate,Salaried,852665,1294380,36,667,Yes,Rural,Karnataka,Education,Approved,No,10.35,47119.03
CUST00525,49,Male,Married,Non-Graduate,Self-Employed,1774486,1886185,240,790,Yes,Urban,Tamil Nadu,Business,Approved,No,14.62,30839.12
CUST00526,40,Female,Single,Non-Graduate,Salaried,773044,185832,180,488,Yes,Semiurban,Punjab,Home,Rejected,No,14.45,3270.13
CUST00527,26,Male,Married,Non-Graduate,Self-Employed,1289385,1393499,36,549,Yes,Semiurban,Karnataka,Education,Approved,No,10.45,50843.36
CUST00528,28,Male,Single,Non-Graduate,Salaried,1789589,333780,60,738,No,Semiurban,Rajasthan,Education,Approved,No,12.3,8984.25
CUST00529,49,Female,Married,Non-Graduate,Salaried,916756,1704753,120,703,Yes,Urban,Rajasthan,Home,Approved,No,13.49,33370.54
CUST00530,53,Male,Married,Non-Graduate,Self-Employed,251226,1152127,48,671,No,Semiurban,Maharashtra,Business,Rejected,No,9.17,32806.82
CUST00531,23,Male,Single,Graduate,Self-Employed,699512,454772,60,806,Yes,Semiurban,Uttar Pradesh,Home,Approved,No,8.51,10804.62
CUST00532,55,Female,Married,Graduate,Self-Employed,1854046,1765499,36,472,Yes,Rural,Gujarat,Home,Approved,No,15.75,72213.81
CUST00533,25,Male,Single,Non-Graduate,Salaried,1724357,621107,240,699,No,Urban,Uttar Pradesh,Home,Approved,No,12.56,9088.87
CUST00534,47,Male,Single,Non-Graduate,Self-Employed,1277978,1434490,360,459,Yes,Rural,Punjab,Home,Approved,No,15.83,22908.01
CUST00535,32,Male,Single,Graduate,Salaried,1252839,1058559,240,695,No,Urban,Uttar Pradesh,Business,Approved,No,10.04,13267.27
CUST00536,40,Male,Single,Graduate,Salaried,1240993,470182,120,774,No,Urban,Gujarat,Business,Approved,Yes,13.33,9141.12
CUST00537,40,Female,Married,Graduate,Self-Employed,1426476,1311357,360,549,No,Urban,Gujarat,Home,Approved,No,9,13477.84
CUST00538,29,Male,Single,Non-Graduate,Salaried,772212,1551681,24,739,Yes,Rural,Punjab,Car,Approved,No,9.35,76743.56
CUST00539,59,Female,Married,Non-Graduate,Self-Employed,536326,732347,120,629,Yes,Rural,Rajasthan,Car,Approved,No,11.61,13188.35
CUST00540,24,Male,Married,Non-Graduate,Salaried,424137,1963722,120,672,Yes,Rural,Gujarat,Car,Approved,No,9.88,32532.33
CUST00541,39,Female,Single,Non-Graduate,Self-Employed,1700844,1072378,60,843,Yes,Rural,Delhi,Car,Approved,No,8.51,25477.91
CUST00542,58,Male,Single,Graduate,Salaried,1129168,763708,240,699,No,Semiurban,Delhi,Education,Approved,No,9.37,9145.4
CUST00543,47,Female,Single,Graduate,Salaried,1546457,598884,36,596,Yes,Semiurban,Tamil Nadu,Business,Rejected,No,7.32,20288.86
CUST00544,33,Male,Single,Graduate,Self-Employed,563476,900538,48,545,Yes,Semiurban,Gujarat,Business,Rejected,Yes,13.34,28772.19
CUST00545,33,Female,Married,Graduate,Salaried,1600283,1075014,12,706,No,Urban,Maharashtra,Home,Approved,No,11.43,99824.01
CUST00546,42,Female,Single,Non-Graduate,Self-Employed,1933309,1037471,84,774,No,Semiurban,Tamil Nadu,Education,Approved,No,7.85,19137.63
CUST00547,48,Male,Married,Non-Graduate,Salaried,1759161,109182,48,453,Yes,Urban,Rajasthan,Home,Approved,Yes,8.55,3052.55
CUST00548,42,Female,Single,Graduate,Salaried,891757,399307,12,465,No,Rural,Gujarat,Home,Approved,No,7.92,35911.01
CUST00549,39,Male,Single,Graduate,Salaried,590719,351454,24,729,No,Urban,Delhi,Business,Approved,No,12.51,18307.82
CUST00550,28,Male,Single,Graduate,Self-Employed,1727937,1416808,36,785,No,Urban,Maharashtra,Education,Approved,No,7.85,48624.06
CUST00551,28,Male,Single,Graduate,Self-Employed,1349947,1751667,240,696,No,Semiurban,Punjab,Car,Approved,No,13.79,27428.19
CUST00552,46,Male,Married,Graduate,Self-Employed,762997,1238554,180,707,No,Rural,Tamil Nadu,Business,Approved,Yes,7.18,14291.54
CUST00553,46,Male,Married,Non-Graduate,Self-Employed,1233578,873346,120,833,Yes,Rural,Maharashtra,Education,Approved,No,9.24,14002.65
CUST00554,43,Female,Single,Non-Graduate,Self-Employed,1440768,946782,48,609,Yes,Semiurban,Gujarat,Education,Rejected,Yes,15.02,31575.18
CUST00555,33,Male,Married,Graduate,Salaried,1398898,1668243,12,789,Yes,Rural,Karnataka,Business,Approved,No,13.47,157746.28
CUST00556,48,Male,Married,Graduate,Salaried,221172,1570404,180,601,Yes,Rural,Maharashtra,Business,Approved,No,7.66,18748.88
CUST00557,29,Male,Single,Graduate,Self-Employed,735843,820188,48,845,Yes,Rural,Maharashtra,Home,Approved,No,14.39,26922.67
CUST00558,40,Male,Single,Non-Graduate,Salaried,1196121,308517,36,627,Yes,Semiurban,Rajasthan,Home,Approved,No,11.44,11511.11
CUST00559,39,Male,Married,Non-Graduate,Salaried,1826140,1005154,240,612,Yes,Rural,Delhi,Home,Rejected,No,14.62,16434.27
CUST00560,59,Male,Married,Non-Graduate,Salaried,781780,1538673,360,829,No,Urban,Punjab,Car,Approved,No,12.41,20186.53
CUST00561,32,Female,Married,Graduate,Salaried,908362,1407133,48,482,Yes,Urban,Gujarat,Business,Rejected,No,13.14,44723.38
CUST00562,35,Female,Married,Non-Graduate,Self-Employed,713319,187084,48,628,Yes,Rural,Maharashtra,Education,Approved,No,15.94,6382.68
CUST00563,51,Male,Single,Graduate,Salaried,980298,755475,240,550,Yes,Semiurban,Gujarat,Business,Rejected,No,9.09,8870.54
CUST00564,34,Female,Single,Non-Graduate,Self-Employed,1076031,1892159,24,717,No,Semiurban,Delhi,Education,Approved,No,12.62,98739.16
CUST00565,31,Male,Married,Non-Graduate,Self-Employed,1470896,632004,60,772,Yes,Semiurban,Rajasthan,Car,Approved,No,11.14,16400.5
CUST00566,46,Male,Single,Non-Graduate,Salaried,1666554,930179,48,514,Yes,Rural,Gujarat,Business,Rejected,No,7.36,25083.83
CUST00567,47,Male,Married,Graduate,Self-Employed,1259622,798013,240,617,No,Rural,Uttar Pradesh,Education,Approved,No,7.13,8066.58
CUST00568,31,Male,Married,Graduate,Salaried,428071,741738,60,779,Yes,Urban,Delhi,Education,Approved,No,8.07,17350.49
CUST00569,58,Male,Single,Non-Graduate,Salaried,578165,1796588,240,492,Yes,Semiurban,Delhi,Home,Rejected,Yes,12.84,26709.27
CUST00570,54,Female,Married,Graduate,Salaried,908662,1302078,240,493,No,Urban,Punjab,Car,Rejected,No,12.1,18554.61
CUST00571,39,Female,Married,Graduate,Self-Employed,616366,194539,24,734,Yes,Urban,Tamil Nadu,Business,Approved,No,11.98,10047.94
CUST00572,26,Female,Single,Graduate,Self-Employed,1515573,474226,240,846,No,Semiurban,Rajasthan,Home,Approved,Yes,7.29,4856.86
CUST00573,58,Female,Single,Graduate,Self-Employed,1212117,1620439,36,461,Yes,Rural,Rajasthan,Car,Approved,No,11.22,60163.3
CUST00574,48,Male,Married,Graduate,Salaried,845188,1220575,48,544,Yes,Rural,Punjab,Home,Rejected,Yes,15.32,41011.32
CUST00575,21,Female,Married,Graduate,Salaried,1731191,1213369,12,751,Yes,Urban,Uttar Pradesh,Business,Approved,No,10.58,111811.95
CUST00576,55,Male,Single,Graduate,Salaried,615008,1555949,12,835,No,Urban,Gujarat,Education,Approved,No,12.62,146025.81
CUST00577,60,Female,Married,Non-Graduate,Self-Employed,1831993,1468897,12,702,No,Urban,Karnataka,Business,Approved,No,14.02,139569.7
CUST00578,28,Female,Married,Graduate,Salaried,1454126,62289,240,691,No,Urban,Uttar Pradesh,Car,Approved,Yes,14.06,989.36
CUST00579,27,Female,Single,Graduate,Salaried,444883,750336,180,484,Yes,Semiurban,Tamil Nadu,Business,Rejected,No,11.67,11465.55
CUST00580,31,Female,Single,Non-Graduate,Self-Employed,1886994,748956,60,664,Yes,Urban,Rajasthan,Car,Approved,No,14.72,21669.79
CUST00581,59,Male,Single,Non-Graduate,Self-Employed,1709090,1854377,60,786,No,Urban,Delhi,Home,Approved,No,10.52,47162.99
CUST00582,24,Female,Single,Non-Graduate,Self-Employed,1149491,1355944,240,539,No,Rural,Rajasthan,Car,Approved,No,15,22599.07
CUST00583,45,Female,Single,Non-Graduate,Salaried,871210,136365,36,713,Yes,Rural,Uttar Pradesh,Education,Approved,No,9.16,4828.84
CUST00584,32,Male,Single,Graduate,Salaried,1129616,804950,36,542,Yes,Rural,Karnataka,Education,Rejected,No,9.52,28745.66
CUST00585,46,Male,Married,Non-Graduate,Salaried,1370365,1999022,120,539,Yes,Semiurban,Maharashtra,Education,Rejected,No,7.48,29119.09
